link,备注
https://www.indiegogo.com//projects/woman-flesh-and-the-mirror-institutional-show#/,
https://www.indiegogo.com//projects/prophet-of-doubt-album-and-book-release#/,
https://www.indiegogo.com//projects/imperial-crane-the-silver-lined-teacup#/,
https://www.indiegogo.com//projects/hardcover-rock-poster-book-by-dan-blakeslee#/,
https://www.indiegogo.com//projects/art-sparks-an-inspiration-deck#/,
https://www.indiegogo.com//projects/vashon-troll-the-way-of-the-bird-king#/,
https://www.indiegogo.com//projects/kaleidoscope-goes-to-edinburgh-fringe--3#/,
https://www.indiegogo.com//projects/the-good-seven-years-by-rafram-chaddad#/,
https://www.indiegogo.com//projects/total-betty-2-0-deck#/,
https://www.indiegogo.com//projects/oracle-of-the-constellations-oracle-deck#/,
https://www.indiegogo.com//projects/help-get-the-soul-train-to-burning-man-2023#/,
https://www.indiegogo.com//projects/the-bridging-all-movement-center-bam-academy#/,
https://www.indiegogo.com//projects/we-re-going-to-france-help-secure-my-residency#/,
https://www.indiegogo.com//projects/hyperhedra-infinity-lighting#/,
https://www.indiegogo.com//projects/boomshaka-fundraiser-february#/,
https://www.indiegogo.com//projects/elevate-arts-and-culture-with-secil#/,
https://www.indiegogo.com//projects/personaland-hearts-for-art#/,
https://www.indiegogo.com//projects/shop210craftworks-and-drewswoodcraft#/,
https://www.indiegogo.com//projects/2017-calendar-by-julianna#/,
https://www.indiegogo.com//projects/joyous-disruption-philly-community-building-show#/,
https://www.indiegogo.com//projects/aly-s-little-things-miniatures-more#/,
https://www.indiegogo.com//projects/the-code-art-project-for-afrikaburn-2022#/,
https://www.indiegogo.com//projects/another-world-is-possible--4#/,
https://www.indiegogo.com//projects/bananoctopus-afrikaburn-2020--2#/,
https://www.indiegogo.com//projects/awd-painted-dog-enamel-pin#/,
https://www.indiegogo.com//projects/bold-vision-bright-future-campaign#/,
https://www.indiegogo.com//projects/sketchbook-rome-to-istanbul#/,
https://www.indiegogo.com//projects/uncalm-art-help-support-the-dream-of-an-artist#/,
https://www.indiegogo.com//projects/underground-runway#/,
https://www.indiegogo.com//projects/upgrade-the-soul-train#/,
https://www.indiegogo.com//projects/dragonlords-a-boys-love-artbook-experience#/,
https://www.indiegogo.com//projects/tanya-s-2013-director-s-highlight-showcase#/,
https://www.indiegogo.com//projects/sky-city-the-next-big-thing#/,
https://www.indiegogo.com//projects/hawaii-calendar-2016#/,
https://www.indiegogo.com//projects/the-neighbors-burning-man-2022#/,
https://www.indiegogo.com//projects/munster-1-book-launch#/,
https://www.indiegogo.com//projects/law-paralegal-studies-club-washington-d-c-trip#/,
https://www.indiegogo.com//projects/funding-the-firing-line#/,
https://www.indiegogo.com//projects/comments-lab-rethinking-educational-communication#/,
https://www.indiegogo.com//projects/vlado-s-dream-of-flying-pilot-licence--2#/,
https://www.indiegogo.com//projects/global-anti-bullying-campaign#/,
https://www.indiegogo.com//projects/shotcaps-the-world-s-first-finest-shot-glass-bottle-caps#/,
https://www.indiegogo.com//projects/ammo-a-new-generation-coin-holding-bracelet#/,
https://www.indiegogo.com//projects/aventi-a-10-a-supercar-on-your-wrist#/,
https://www.indiegogo.com//projects/wallet-ii-secure-front-pocket-rfid-wallet#/,
https://www.indiegogo.com//projects/world-s-best-smartest-waterproof-power-bank#/,
https://www.indiegogo.com//projects/salvaged-seams#/,
https://www.indiegogo.com//projects/protonet-zoe-start-your-secure-smart-home-now#/,
https://www.indiegogo.com//projects/wingman-world-s-first-life-enhancement-drink#/,
https://www.indiegogo.com//projects/cheese-the-queen-artisan-cultured-tree-nut-cheese#/,
https://www.indiegogo.com//projects/let-s-build-a-mobile-bar#/,
https://www.indiegogo.com//projects/public-goods-revolutionizing-household-products--3#/,
https://www.indiegogo.com//projects/back-to-moisture-the-diy-back-moisturizing-product#/,
https://www.indiegogo.com//projects/ayasofya-dan-portreler#/,
https://www.indiegogo.com//projects/trans-festival-trans-identities-gender-diversity#/,
https://www.indiegogo.com//projects/avant-garden-lab-is-back-to-the-fragrance-market#/,
https://www.indiegogo.com//projects/get-the-south-reno-bulldogs-to-cooperstown-in-2016#/,
https://www.indiegogo.com//projects/the-ring--6#/,
https://www.indiegogo.com//projects/jello-a-ut-thesis-film#/,
https://www.indiegogo.com//projects/rabet-feature-film#/,
