comment_id,parent_id,depth,name,is_creator,content,created_at,url,raw
7042664,,0,Ryan_McCarthy_3b47,yes,Congrats Ryan & Conor!  Looks great.  Good luck with it.  Taylor and Aislinn,2013-07-26T16:52:58Z,https://www.indiegogo.com//projects/sports-video-partners#/,"{""authorID"": 3806109, ""authorType"": 1, ""children"": [], ""childrenTotalCount"": 0, ""commentID"": 7042664, ""commentThreadID"": 1250288, ""createdAt"": ""2013-07-26T16:52:58Z"", ""editedAt"": ""2013-07-26T16:52:58Z"", ""isDeleted"": false, ""isHidden"": false, ""isReportedByCreator"": false, ""likesCount"": 0, ""newerChildrenCount"": 0, ""newRepliesCount"": 0, ""parentID"": null, ""pinnedAt"": null, ""text"": ""Congrats Ryan & Conor!  Looks great.  Good luck with it.  Taylor and Aislinn"", ""userComment"": null}"
