comment_id,parent_id,depth,name,is_creator,content,created_at,url,raw
7332134,,0,,no,Hope it all goes well for you Brii!,2014-04-30T18:52:18Z,https://www.indiegogo.com//projects/please-help-me-start-my-very-own-gluten-and-gluten-free-online-cupcakery#/,"{""authorID"": 1576108, ""authorType"": 0, ""children"": [], ""childrenTotalCount"": 0, ""commentID"": 7332134, ""commentThreadID"": 1397912, ""createdAt"": ""2014-04-30T18:52:18Z"", ""editedAt"": ""2014-04-30T18:52:18Z"", ""isDeleted"": false, ""isHidden"": false, ""isReportedByCreator"": false, ""likesCount"": 0, ""newerChildrenCount"": 0, ""newRepliesCount"": 0, ""parentID"": null, ""pinnedAt"": null, ""text"": ""Hope it all goes well for you Brii!"", ""userComment"": null}"
